id,district,area_sqm,bedrooms,living_rooms,bathrooms,floor,total_floors,has_elevator,building_age_years,orientation,decoration,property_type,developer,subway_line,subway_distance_m,school_district_tier,west_lake_distance_m,green_ratio,parking_ratio,management_fee_yuan_per_sqm,listing_date,listing_duration_days,price_adjustments_count,unit_price_yuan_per_sqm,total_price_wan
629,西湖区,30.8,1,2,1,15,18,1,11,Northwest,豪华 (Luxury),公寓 (Apartment),保利 (Poly),Line 9,423,C,29762,,1.07,,6/3/2024,309,0,46039,141.8
630,富阳区,146.2,5,2,4,3,18,1,,Northeast,精装 (Fine),公寓 (Apartment),滨江 (Binjiang),Line 1,1161,B,8327,0.33,0.9,1.74,9/15/2024,231,1,26242,383.66
631,西湖区,157.5,5,2,4,3,26,1,,Northwest,精装 (Fine),住宅 (Residential),,Line 2,686,B,6068,0.27,,6.67,5/4/2024,345,1,80016,1260.25
632,钱塘区,115,4,1,4,7,18,1,9,Northeast,精装 (Fine),住宅 (Residential),中海 (COHL),Line 4,325,C,,0.32,,,9/15/2023,615,1,28397,326.57
633,钱塘区,47.9,2,2,2,16,18,1,14,East,精装 (Fine),住宅 (Residential),龙湖 (Longfor),,410,,7736,,,1.87,11/23/2023,559,1,24667,118.15
634,拱墅区,80.9,2,1,1,22,26,1,9,North,,公寓 (Apartment),绿城 (Greentown),,767,C,18720,0.44,1.02,3.87,4/16/2023,802,0,44470,359.76
635,临安区,85.5,2,1,2,11,26,1,1,,,商住两用 (Mixed),中海 (COHL),Line 16,4264,,24415,,,4.15,9/27/2023,611,,14779,126.36
636,萧山区,89.1,2,1,2,12,18,1,16,South,,住宅 (Residential),龙湖 (Longfor),Line 4,765,C,19467,0.4,0.87,,10/8/2023,542,3,28538,254.27
637,滨江区,105.8,3,1,3,10,26,1,27,Northeast,豪华 (Luxury),住宅 (Residential),,Line 1,770,B,15370,0.4,0.92,1.53,5/6/2024,404,1,40328,426.67
638,上城区,104.8,2,2,1,16,18,1,4,West,精装 (Fine),住宅 (Residential),滨江 (Binjiang),,1285,A,2149,,,,2/28/2024,416,3,81862,857.91
639,临安区,85.2,2,1,2,2,11,1,6,,精装 (Fine),住宅 (Residential),,Line 5,1315,C,22807,,0.59,2.69,1/5/2024,508,2,16597,141.41
640,滨江区,52.2,2,1,1,15,18,1,10,,毛坯 (Rough),住宅 (Residential),龙湖 (Longfor),Line 3,,B,18521,,,,3/3/2023,824,0,45824,239.2
641,临安区,126.3,3,1,2,5,6,1,24,South,毛坯 (Rough),住宅 (Residential),万科 (Vanke),Line 7,112,B,2055,,1.02,,8/10/2024,292,1,16687,210.76
642,滨江区,60.8,1,2,1,14,26,1,29,West,简装 (Simple),住宅 (Residential),龙湖 (Longfor),Line 6,4828,,9386,,,,1/22/2023,850,1,29531,179.55
643,上城区,88.7,2,2,1,1,18,1,1,East,精装 (Fine),公寓 (Apartment),本地开发商 (Local),Line 6,481,B,19551,0.39,1.06,,8/13/2024,249,0,53509,474.62
644,拱墅区,59,2,1,2,1,11,1,8,South,豪华 (Luxury),别墅 (Villa),中海 (COHL),,116,A,5265,0.36,0.68,,8/27/2023,609,2,72044,425.06
645,上城区,170,5,1,4,29,33,1,2,,毛坯 (Rough),住宅 (Residential),绿城 (Greentown),,173,,,,0.97,4.93,6/29/2023,705,,72905,1239.38
646,富阳区,146,5,1,4,4,26,1,,North,毛坯 (Rough),住宅 (Residential),龙湖 (Longfor),Line 16,1225,,12845,0.37,,4.55,1/25/2024,484,1,26219,382.8
647,西湖区,58.7,2,1,1,5,33,1,6,Southwest,精装 (Fine),住宅 (Residential),,Line 19,971,,2378,0.3,0.99,,5/25/2023,707,0,49142,288.46
648,上城区,128.9,3,1,3,8,11,1,33,West,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 1,1870,,22026,,,3.29,11/15/2024,159,0,32828,423.15
649,西湖区,77.4,3,2,3,2,6,1,14,West,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),,330,B,24294,,1.02,3.74,9/4/2024,275,0,59791,462.78
650,西湖区,83.3,2,1,2,6,33,1,7,,精装 (Fine),别墅 (Villa),本地开发商 (Local),Line 1,,C,10634,0.41,0.77,,9/21/2023,573,0,72903,607.28
651,富阳区,25,1,1,1,23,26,1,3,Southeast,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 7,3318,C,5604,,,5.32,9/21/2024,204,0,19349,48.37
652,萧山区,57.4,2,1,1,11,26,1,27,East,豪华 (Luxury),住宅 (Residential),保利 (Poly),Line 6,1026,C,,0.32,,,1/30/2024,506,0,19768,113.47
653,滨江区,124.2,3,3,2,6,6,1,4,West,精装 (Fine),公寓 (Apartment),融创 (Sunac),Line 3,614,C,28731,0.31,0.94,2.61,7/12/2024,318,0,51590,640.75
654,萧山区,108.5,4,2,4,11,18,1,14,Southeast,精装 (Fine),公寓 (Apartment),保利 (Poly),,402,,25880,0.33,0.82,1.73,10/19/2024,166,,29201,316.83
655,拱墅区,108.5,3,1,3,8,33,1,1,Southeast,,商住两用 (Mixed),,Line 10,160,B,22442,0.31,,,6/7/2024,321,0,44617,484.09
656,滨江区,100.5,2,2,2,6,11,1,10,Southeast,精装 (Fine),公寓 (Apartment),,Line 16,872,C,2955,0.29,1.15,6.13,10/12/2024,251,3,50203,504.54
657,滨江区,55.9,2,2,1,5,26,1,9,,精装 (Fine),住宅 (Residential),融创 (Sunac),,1415,B,960,0.41,1.16,2.2,11/4/2023,513,0,62155,347.45
658,富阳区,162.2,4,2,4,10,11,1,9,North,,商住两用 (Mixed),,Line 1,2154,A,22712,0.37,0.65,2.65,8/28/2024,239,0,24050,390.09
659,余杭区,124.9,4,1,3,18,33,1,2,North,毛坯 (Rough),住宅 (Residential),保利 (Poly),Line 6,2475,C,15340,0.27,1.41,2.09,10/5/2024,253,1,35692,445.79
660,钱塘区,58.4,2,1,2,10,11,1,14,East,,住宅 (Residential),,Line 1,,,3051,0.44,1.18,6.65,12/27/2024,182,3,25421,148.46
661,钱塘区,79.1,3,2,2,2,11,1,4,,,公寓 (Apartment),龙湖 (Longfor),Line 16,,,3513,0.42,0.57,5.9,10/10/2023,570,1,23758,187.93
662,余杭区,77.9,3,1,3,23,33,1,1,Southwest,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 2,4159,B,14656,0.41,0.64,,1/20/2024,513,1,31753,247.36
663,临平区,101.3,2,1,1,11,11,1,,Southwest,,住宅 (Residential),保利 (Poly),Line 9,359,,3812,0.44,0.57,3.88,4/16/2024,422,3,38148,386.44
664,上城区,152.8,5,2,4,28,33,1,29,South,,公寓 (Apartment),华润 (CR Land),Line 1,604,A,,,0.92,,12/19/2023,513,,40613,620.57
665,滨江区,87.4,3,1,3,11,26,1,9,Northwest,精装 (Fine),住宅 (Residential),龙湖 (Longfor),,159,,5818,0.42,,,4/2/2023,771,0,54008,472.03
666,富阳区,78.8,3,2,2,15,33,1,10,Southwest,精装 (Fine),公寓 (Apartment),绿城 (Greentown),Line 4,,A,21391,,0.96,5.44,3/24/2024,418,2,16807,132.44
667,拱墅区,135.9,3,1,3,10,11,1,8,North,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 7,619,B,15120,0.39,,2.78,9/27/2023,569,2,60950,828.31
668,富阳区,45.2,2,1,2,7,11,1,1,Southwest,毛坯 (Rough),商住两用 (Mixed),龙湖 (Longfor),,4021,,6849,0.34,0.91,1.73,10/8/2023,543,1,15659,70.78
669,滨江区,199.3,6,1,4,11,11,1,32,Southeast,精装 (Fine),住宅 (Residential),,Line 2,145,,,0.29,0.56,3.62,2/14/2024,491,1,46538,927.5
670,临平区,110.5,4,2,3,12,26,1,34,East,精装 (Fine),商住两用 (Mixed),绿城 (Greentown),Line 4,832,,,,,4.21,7/5/2024,343,0,15263,168.66
671,富阳区,47.9,1,2,1,4,18,1,22,Southeast,,住宅 (Residential),,Line 9,4701,C,15193,,0.88,,3/22/2024,382,,13199,63.22
672,拱墅区,89.2,2,1,2,2,18,1,20,,简装 (Simple),住宅 (Residential),,Line 6,4736,A,4626,0.26,1.22,,5/17/2023,734,0,40924,365.04
673,钱塘区,129.1,3,1,2,10,26,1,7,Southeast,精装 (Fine),住宅 (Residential),万科 (Vanke),,2008,,8284,0.35,,6.4,5/3/2023,707,1,28536,368.4
674,富阳区,76.6,3,1,3,4,11,1,3,Southwest,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 9,4565,B,7108,,0.75,,2/1/2024,476,0,21373,163.72
675,钱塘区,101.5,3,1,3,4,18,1,12,East,简装 (Simple),住宅 (Residential),中海 (COHL),Line 3,1122,B,1302,,0.53,5.51,9/21/2023,559,3,32773,332.65
676,上城区,90.8,2,3,1,3,6,0,2,Northwest,精装 (Fine),住宅 (Residential),万科 (Vanke),,433,B,8577,0.33,1.24,4.21,7/2/2024,299,,71352,647.88
677,西湖区,76.3,3,2,3,24,33,1,8,South,豪华 (Luxury),住宅 (Residential),,,2780,,7684,0.33,,,11/16/2023,538,0,59758,455.95
678,拱墅区,108.7,4,1,4,2,11,1,14,,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 9,,,,0.31,,4.33,1/10/2024,464,0,30928,336.19
679,钱塘区,83.4,3,1,2,12,18,1,4,Northeast,精装 (Fine),公寓 (Apartment),万科 (Vanke),,772,,19471,0.34,,2.39,12/20/2024,169,1,25420,212
680,富阳区,57.2,1,2,1,5,18,1,12,South,毛坯 (Rough),住宅 (Residential),融创 (Sunac),Line 3,,C,17623,0.42,0.91,,10/22/2023,613,2,14920,85.34
681,富阳区,80,2,2,2,2,11,1,5,Northeast,精装 (Fine),住宅 (Residential),滨江 (Binjiang),Line 9,,C,27567,0.34,,5.58,12/1/2024,175,2,17904,143.23
682,富阳区,68.8,2,2,1,2,18,1,,South,简装 (Simple),住宅 (Residential),中海 (COHL),Line 2,,,21429,0.35,,1.77,12/6/2024,129,,17601,121.09
683,上城区,188.3,6,2,4,11,26,1,,South,毛坯 (Rough),住宅 (Residential),华润 (CR Land),,4927,B,20945,,1.23,7.57,10/3/2024,218,0,68085,1282.04
684,萧山区,68.6,1,1,1,4,6,1,5,Northeast,毛坯 (Rough),公寓 (Apartment),绿城 (Greentown),Line 3,4836,B,2635,0.45,0.92,5.45,6/12/2023,720,0,35198,241.46
685,富阳区,91.2,2,1,2,17,33,1,,,简装 (Simple),公寓 (Apartment),保利 (Poly),Line 10,2057,B,7621,,1.07,5.72,5/24/2024,336,0,19392,176.86
686,上城区,117.9,3,1,3,4,11,1,1,Southeast,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),Line 5,430,C,1214,,0.87,2.89,7/13/2023,653,2,73909,871.39
687,上城区,45.9,1,1,1,22,33,1,20,South,精装 (Fine),商住两用 (Mixed),融创 (Sunac),Line 4,489,C,,0.42,1.48,4.71,3/25/2024,374,3,43780,200.95
688,西湖区,122.5,3,2,2,10,26,1,13,West,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 2,,A,18269,,,5.1,4/17/2023,801,0,56972,697.91
689,临平区,110.3,4,1,4,4,6,0,26,Southwest,,商住两用 (Mixed),中海 (COHL),Line 3,512,C,2463,0.42,1.15,4.76,9/1/2023,664,1,16844,185.79
690,萧山区,133.9,4,1,4,30,33,1,8,East,,商住两用 (Mixed),保利 (Poly),,1401,,8425,0.27,1.39,4.03,3/18/2024,416,0,36628,490.45
691,钱塘区,81.4,3,1,2,15,33,1,,,精装 (Fine),住宅 (Residential),,Line 2,938,B,24841,,0.77,6.86,5/17/2023,751,0,28154,229.17
692,滨江区,95.4,2,2,1,24,26,1,24,West,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 9,,C,19834,0.25,1.06,5.8,9/30/2024,234,0,37044,353.4
693,滨江区,148.8,5,1,4,25,33,1,,Southwest,简装 (Simple),商住两用 (Mixed),华润 (CR Land),Line 6,,A,9965,,0.67,6.01,7/22/2023,637,1,66931,995.93
694,钱塘区,142.8,5,1,4,25,26,1,,,精装 (Fine),公寓 (Apartment),万科 (Vanke),Line 4,,C,13679,0.41,,3.14,4/3/2023,768,,36150,516.22
695,余杭区,74.1,2,1,2,4,11,1,9,Southeast,简装 (Simple),住宅 (Residential),滨江 (Binjiang),Line 1,667,B,,,0.75,,6/17/2023,706,0,27048,200.43
696,临安区,101.7,3,1,2,21,26,1,8,Southwest,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),,3708,,,0.27,,3.15,6/24/2023,648,1,16382,166.6
697,余杭区,51,1,2,1,6,26,1,8,West,毛坯 (Rough),住宅 (Residential),绿城 (Greentown),Line 1,1230,C,8879,0.32,0.63,,4/24/2023,792,0,28006,142.83
698,余杭区,61.5,1,1,1,26,26,1,4,Southeast,简装 (Simple),别墅 (Villa),绿城 (Greentown),Line 9,3793,A,,0.38,1.48,,5/16/2024,359,,46933,288.64
699,上城区,30.7,1,2,1,9,26,1,7,Southeast,毛坯 (Rough),住宅 (Residential),绿城 (Greentown),Line 6,125,C,13766,,1.34,7.98,1/20/2023,839,0,40324,123.79
700,钱塘区,62.2,2,1,2,6,6,1,11,Northeast,毛坯 (Rough),住宅 (Residential),,Line 5,1483,,22993,0.31,1.43,3.87,4/5/2024,445,0,21558,134.09
701,余杭区,79.8,2,2,1,2,33,1,33,North,豪华 (Luxury),公寓 (Apartment),本地开发商 (Local),Line 19,419,A,5198,0.39,0.7,,9/24/2024,197,0,23264,185.65
702,钱塘区,25,1,2,1,4,18,1,27,North,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 1,217,,,0.34,0.57,4.67,2/1/2024,465,1,14515,36.29
703,滨江区,99.3,2,1,2,8,11,1,18,South,简装 (Simple),住宅 (Residential),绿城 (Greentown),Line 3,261,C,,0.39,0.64,3.39,7/13/2023,716,0,51891,515.28
704,西湖区,106,3,1,2,15,33,1,4,,精装 (Fine),公寓 (Apartment),华润 (CR Land),Line 9,767,C,22186,0.35,1.1,,9/15/2023,599,2,49955,529.52
705,西湖区,92.1,2,1,1,2,18,1,20,South,精装 (Fine),住宅 (Residential),中海 (COHL),Line 19,304,,27143,,0.75,4.98,11/25/2024,134,1,45328,417.47
706,余杭区,133.8,4,1,4,16,26,1,5,North,简装 (Simple),公寓 (Apartment),龙湖 (Longfor),Line 4,1194,C,27434,,0.9,2.79,2/17/2024,467,3,32443,434.09
707,钱塘区,95.5,3,1,3,7,11,1,12,Southwest,精装 (Fine),住宅 (Residential),,Line 1,328,B,,0.35,0.67,2.32,7/8/2023,659,0,30899,295.09
708,临平区,100.6,2,1,2,7,18,1,4,North,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),Line 5,705,,26476,,1.03,,3/3/2023,804,,24100,242.45
709,西湖区,81.1,3,3,2,20,26,1,5,South,简装 (Simple),住宅 (Residential),中海 (COHL),Line 3,,,10306,,0.51,,5/13/2023,755,0,48163,390.6
710,余杭区,79,3,2,2,24,33,1,13,,精装 (Fine),别墅 (Villa),,Line 6,112,B,9655,0.25,,6.76,10/15/2023,604,0,44055,348.03
711,余杭区,120.2,3,2,2,21,33,1,30,Northwest,简装 (Simple),住宅 (Residential),,Line 9,,C,17549,0.44,,3.07,6/1/2023,748,0,23309,280.17
712,富阳区,144,5,1,4,24,26,1,10,South,,住宅 (Residential),,Line 6,3715,,7716,0.37,1.03,,5/9/2024,397,0,26263,378.19
713,萧山区,126.7,4,3,3,11,18,1,24,Southwest,毛坯 (Rough),公寓 (Apartment),华润 (CR Land),Line 7,1583,C,,0.4,,1.62,1/21/2024,489,2,18826,238.53
714,上城区,94.7,2,1,2,5,11,1,1,,毛坯 (Rough),住宅 (Residential),,Line 10,4983,A,10158,0.35,,2.8,10/8/2023,598,0,61190,579.47
715,临安区,89.5,3,1,2,3,11,1,7,South,豪华 (Luxury),住宅 (Residential),万科 (Vanke),Line 1,137,B,28140,0.35,1.19,5.62,9/19/2024,197,1,21670,193.95
716,余杭区,58.2,2,1,2,17,26,1,1,North,精装 (Fine),商住两用 (Mixed),滨江 (Binjiang),Line 10,168,A,515,,,3.39,2/27/2024,441,2,46798,272.36
717,钱塘区,80.2,3,1,3,4,6,1,20,South,,住宅 (Residential),滨江 (Binjiang),Line 2,4889,,28664,0.4,1.11,6.83,12/15/2024,134,1,19023,152.56
718,上城区,46.9,1,1,1,3,11,1,,West,精装 (Fine),住宅 (Residential),,Line 2,1001,B,19957,0.36,0.59,1.67,7/24/2023,691,0,54360,254.95
719,滨江区,71.4,2,1,2,6,6,1,4,South,精装 (Fine),住宅 (Residential),滨江 (Binjiang),Line 7,2028,B,8738,0.3,0.85,,9/14/2024,230,0,61604,439.85
720,余杭区,125.2,3,2,2,10,18,1,12,North,毛坯 (Rough),住宅 (Residential),万科 (Vanke),Line 6,,C,11242,,1.48,6.98,11/2/2023,603,2,25424,318.31
721,临安区,54.2,1,2,1,2,18,1,19,South,毛坯 (Rough),公寓 (Apartment),本地开发商 (Local),Line 3,2967,,5945,0.32,,7.25,12/2/2023,543,,8000,43.36
722,临安区,25,1,2,1,31,33,1,8,Southwest,豪华 (Luxury),别墅 (Villa),中海 (COHL),Line 4,,,3367,,,,11/7/2023,566,0,21356,53.39
723,临安区,113.6,4,3,4,3,6,0,1,South,豪华 (Luxury),别墅 (Villa),滨江 (Binjiang),,4353,A,16907,0.26,,,7/29/2023,626,,33216,377.33
724,上城区,117,4,2,4,12,33,1,1,Southeast,简装 (Simple),公寓 (Apartment),龙湖 (Longfor),Line 2,303,,12994,0.33,1.38,3.44,11/25/2024,174,0,49171,575.3
725,钱塘区,29.4,1,1,1,6,18,1,,East,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 9,435,A,23254,0.26,1.08,,8/29/2023,668,1,31742,93.32
726,上城区,103.7,2,3,1,5,6,1,31,South,精装 (Fine),住宅 (Residential),龙湖 (Longfor),,587,B,14866,0.36,0.8,2.59,1/16/2024,510,1,41924,434.75
727,余杭区,45.2,1,2,1,6,18,1,11,Southwest,豪华 (Luxury),公寓 (Apartment),龙湖 (Longfor),Line 5,,,4564,,1.1,3.22,5/21/2023,722,,21681,98
728,钱塘区,156.8,4,1,4,6,18,1,27,West,,公寓 (Apartment),本地开发商 (Local),Line 5,,,7820,0.36,,3.28,12/10/2024,161,0,22419,351.53
729,临平区,87.5,2,2,1,3,33,1,10,Northeast,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),Line 9,439,C,,0.28,,3.04,2/9/2024,482,2,22382,195.84
730,临平区,78.7,2,1,2,14,18,1,32,Northeast,豪华 (Luxury),公寓 (Apartment),,,280,C,6875,,,2.73,3/15/2023,835,,13193,103.83
731,滨江区,80.3,2,2,1,7,18,1,5,South,简装 (Simple),公寓 (Apartment),万科 (Vanke),Line 2,2928,A,1047,0.35,,7.71,1/2/2024,538,1,62532,502.13
732,临安区,25,1,1,1,7,18,1,11,Southwest,,住宅 (Residential),保利 (Poly),Line 9,,C,27472,,0.61,2.23,7/5/2024,281,1,11712,29.28
733,临安区,123.9,3,2,3,16,18,1,,East,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 5,,,2563,0.31,1.21,2.6,12/12/2023,505,1,19304,239.18
734,钱塘区,104.2,2,1,1,15,18,1,1,Northwest,,住宅 (Residential),融创 (Sunac),Line 6,350,A,,0.44,0.68,1.67,7/2/2024,355,2,43348,451.69
735,萧山区,98.3,3,1,2,16,26,1,2,Southeast,精装 (Fine),商住两用 (Mixed),万科 (Vanke),Line 6,2021,A,16608,0.29,,4.69,10/31/2024,173,2,38681,380.23
736,上城区,64.2,1,1,1,11,11,1,6,South,简装 (Simple),住宅 (Residential),,Line 7,4349,,,0.3,0.73,1.64,12/16/2024,160,0,38510,247.23
737,富阳区,152.2,4,2,3,18,18,1,2,South,简装 (Simple),商住两用 (Mixed),保利 (Poly),Line 6,474,C,11214,0.33,,,5/21/2023,695,0,30015,456.83
738,西湖区,59.8,2,1,2,15,26,1,15,Southwest,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 7,1117,C,,0.39,1.03,3.96,2/5/2024,421,0,52381,313.24
739,富阳区,135.4,4,2,4,11,11,1,6,East,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 7,554,,3683,0.32,1.21,2.53,7/20/2024,335,1,25981,351.78
740,西湖区,71.9,3,1,2,9,11,1,2,North,精装 (Fine),住宅 (Residential),中海 (COHL),Line 16,1472,,2095,,,,3/18/2024,383,3,63143,454
741,临平区,120.9,4,1,3,12,26,1,9,Southwest,豪华 (Luxury),别墅 (Villa),中海 (COHL),Line 9,4200,C,9339,,0.99,,10/22/2023,589,2,36954,446.77
742,临平区,73.4,3,1,2,18,18,1,4,West,精装 (Fine),公寓 (Apartment),,,126,C,3061,0.39,0.69,4.37,11/12/2023,565,1,27473,201.65
743,临平区,88.9,2,2,1,9,33,1,7,Southwest,简装 (Simple),住宅 (Residential),滨江 (Binjiang),Line 2,1187,B,25683,0.33,0.66,6.02,11/28/2023,519,1,25330,225.18
744,余杭区,105.7,3,3,3,6,11,1,9,Northwest,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 6,304,C,11954,0.35,1,3.59,7/9/2024,335,0,34778,367.6
745,钱塘区,83.8,2,1,1,5,11,1,21,Southwest,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 3,4338,,7589,0.39,1.42,3.93,5/30/2023,703,1,18201,152.52
746,萧山区,89.9,2,1,2,18,18,1,,,,住宅 (Residential),滨江 (Binjiang),Line 1,315,,,0.33,1.08,4.05,3/13/2024,463,,39857,358.31
747,临安区,113.1,3,1,2,11,18,1,2,,简装 (Simple),住宅 (Residential),滨江 (Binjiang),Line 3,629,,2961,,,1.66,7/29/2023,616,3,25922,293.18
748,临安区,128.1,3,1,2,10,11,1,32,,,住宅 (Residential),滨江 (Binjiang),Line 4,323,B,20135,0.44,0.94,4.06,6/25/2023,694,0,14884,190.66
749,临安区,86.5,2,1,1,10,11,1,33,,简装 (Simple),住宅 (Residential),绿城 (Greentown),,334,C,994,0.29,1.22,6.7,9/2/2023,661,0,18541,160.38
750,临安区,59,2,2,2,29,33,1,0,Northeast,精装 (Fine),住宅 (Residential),保利 (Poly),,117,C,29047,0.28,0.98,,5/18/2024,372,2,20091,118.54
751,富阳区,84.8,2,1,1,5,6,1,32,Northeast,精装 (Fine),公寓 (Apartment),绿城 (Greentown),Line 9,1467,C,28171,0.41,0.7,2.71,10/25/2023,552,0,13409,113.71
752,钱塘区,87.9,3,3,2,19,26,1,2,West,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 10,1182,,5302,,0.51,1.71,8/23/2023,620,0,33951,298.43
753,萧山区,110.6,4,1,3,10,11,1,28,West,豪华 (Luxury),住宅 (Residential),,Line 9,3396,,,0.27,0.99,,3/23/2023,806,,24767,273.92
754,钱塘区,69.6,2,1,2,7,11,1,5,East,毛坯 (Rough),住宅 (Residential),中海 (COHL),,108,B,18584,,,,6/30/2023,676,1,27077,188.46
755,临平区,115.2,4,2,3,4,11,1,17,Southeast,豪华 (Luxury),住宅 (Residential),保利 (Poly),Line 1,4172,B,27012,0.33,1.29,,1/9/2023,853,3,22359,257.58
756,萧山区,100.8,2,1,2,5,6,1,31,Southwest,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),Line 3,1325,,5395,0.4,,,6/15/2023,736,1,20930,210.97
757,上城区,80.9,2,1,2,1,18,1,6,Northeast,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 7,1041,,11019,0.38,,7.55,2/19/2024,438,1,50913,411.89
758,临平区,72.9,3,1,3,9,33,1,24,Southwest,精装 (Fine),住宅 (Residential),保利 (Poly),Line 3,733,B,8674,0.27,1.33,3.14,3/21/2024,456,2,20567,149.93
759,钱塘区,122.9,3,2,3,24,26,1,3,,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 16,1107,A,,0.35,1.29,4.59,2/22/2023,799,,41856,514.41
760,西湖区,148.9,5,1,4,4,6,1,,Southeast,毛坯 (Rough),商住两用 (Mixed),本地开发商 (Local),Line 19,205,B,28240,0.41,0.86,2.27,6/2/2024,323,0,71264,1061.12
761,西湖区,137.5,3,1,3,9,26,1,3,West,精装 (Fine),住宅 (Residential),保利 (Poly),Line 7,1139,B,29441,0.26,,4.93,3/24/2024,434,1,72374,995.14
762,富阳区,120.2,3,1,3,24,26,1,22,West,精装 (Fine),公寓 (Apartment),中海 (COHL),Line 7,,B,11528,0.35,,6.74,9/23/2024,238,0,16577,199.26
763,滨江区,48.1,1,1,1,5,18,1,2,Southeast,,别墅 (Villa),万科 (Vanke),Line 9,582,,7053,0.3,,4.22,5/9/2024,334,0,62154,298.96
764,拱墅区,120.4,4,2,3,3,18,1,19,,,住宅 (Residential),融创 (Sunac),Line 19,1190,C,9617,,,6.78,12/1/2023,553,0,39595,476.72
765,临安区,129.2,4,1,3,8,18,1,1,Southeast,,住宅 (Residential),,Line 1,1008,B,28676,0.44,,7.76,6/1/2023,740,0,23578,304.63
766,滨江区,103.2,3,2,3,3,11,1,,Southwest,简装 (Simple),住宅 (Residential),,Line 10,748,C,7173,,0.8,5.03,2/28/2023,817,1,56260,580.6
767,临平区,95.6,2,1,2,1,18,1,7,,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 5,853,C,,0.31,1.07,,12/11/2023,496,1,24521,234.42
768,临安区,140.2,4,1,3,1,6,1,4,Northwest,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 2,1299,,,0.32,,4.82,1/11/2024,531,2,19771,277.19
769,余杭区,115.6,4,2,3,2,6,1,24,Northwest,简装 (Simple),住宅 (Residential),保利 (Poly),Line 1,875,,14297,,1.17,3.02,9/22/2024,257,0,16374,189.28
770,临安区,148.4,5,1,4,5,6,0,20,East,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 16,1423,C,9460,0.26,1.48,,11/10/2023,544,2,19378,287.57
771,临平区,91.9,3,1,3,20,33,1,33,South,豪华 (Luxury),住宅 (Residential),,Line 3,1351,C,847,0.44,,2.93,12/7/2023,568,0,22795,209.49
772,滨江区,165.9,5,2,4,4,18,1,,Northeast,豪华 (Luxury),公寓 (Apartment),保利 (Poly),Line 10,1528,C,9011,,1.4,7.65,9/16/2023,611,0,59080,980.14
773,钱塘区,48.1,1,1,1,21,33,1,6,,豪华 (Luxury),别墅 (Villa),绿城 (Greentown),Line 19,4182,C,23805,,1.14,6.46,4/6/2023,787,3,36421,175.19
774,余杭区,110.6,4,1,3,16,33,1,6,South,毛坯 (Rough),住宅 (Residential),保利 (Poly),Line 7,386,B,3567,0.27,0.76,2.65,5/28/2024,332,0,41555,459.6
775,余杭区,105.5,4,2,4,33,33,1,5,North,豪华 (Luxury),公寓 (Apartment),万科 (Vanke),Line 5,1267,C,,,1.27,7.13,4/12/2024,358,0,35607,375.65
776,上城区,102.9,2,1,1,26,26,1,1,Southwest,,公寓 (Apartment),滨江 (Binjiang),Line 19,801,C,,0.43,,,8/23/2023,671,,54131,557.01
777,萧山区,132.6,4,1,4,2,6,1,1,Northwest,简装 (Simple),公寓 (Apartment),融创 (Sunac),Line 6,1356,C,,0.39,0.95,,10/17/2024,204,2,26028,345.13
778,上城区,107.5,3,1,2,18,26,1,20,,简装 (Simple),住宅 (Residential),绿城 (Greentown),Line 4,113,B,,0.34,,7.86,5/6/2024,331,0,52807,567.68
779,萧山区,142.3,4,1,4,9,18,1,6,,简装 (Simple),住宅 (Residential),融创 (Sunac),,470,B,1731,0.28,,,1/4/2023,847,0,60208,856.76
780,萧山区,80.8,3,3,2,8,11,1,5,Southeast,精装 (Fine),公寓 (Apartment),保利 (Poly),Line 7,3663,C,21576,0.29,0.98,,7/12/2024,294,2,30214,244.13
781,临安区,163.8,5,2,4,3,26,1,,North,,公寓 (Apartment),保利 (Poly),Line 3,1132,C,13312,0.27,1.11,,4/17/2023,779,2,19824,324.72
